uuid,name,title,description,url,category,status,created_at
4e452d3c-406c-4a01-b3c9-8810df0bcb5e,Seym0n-tiktok-mcp,Seym0n/tiktok-mcp,TikTok 동영상과 상호 작용,https://github.com/Seym0n/tiktok-mcp,other_tools_and_integrations,active,NOW()
fc7d948c-5326-40f8-b38b-e9805207a830,danhilse-notion_mcp,danhilse/notion_mcp,개인 할 일 목록 관리를 위해 Notion의 API와 통합,https://github.com/danhilse/notion_mcp,other_tools_and_integrations,active,NOW()
b1053c51-3e6b-44e3-b048-8158d1a5cbd4,rusiaaman-wcgw,rusiaaman/wcgw,"자율 셸 실행, 컴퓨터 제어 및 코딩 에이전트. (Mac)",https://github.com/rusiaaman/wcgw/blob/main/src/wcgw/client/mcp_server/Readme.md,other_tools_and_integrations,active,NOW()
9f8ae2b1-1a26-47a7-8405-534ae0a0f49e,reeeeemo-ancestry-mcp,reeeeemo/ancestry-mcp,AI가 .ged 파일 및 유전 데이터 읽기 가능,https://github.com/reeeeemo/ancestry-mcp,other_tools_and_integrations,active,NOW()
acae98e9-60c5-4a91-9c41-ca4535b2ca9f,sirmews-apple-notes-mcp,sirmews/apple-notes-mcp,AI가 로컬 Apple Notes 데이터베이스에서 읽기 가능 (macOS 전용),https://github.com/sirmews/apple-notes-mcp,other_tools_and_integrations,active,NOW()
e6f46910-9289-457c-9480-904eff526103,anjor-coinmarket-mcp-server,anjor/coinmarket-mcp-server,암호화폐 목록 및 시세를 가져오기 위한 Coinmarket API 통합,https://github.com/anjor/coinmarket-mcp-server,other_tools_and_integrations,active,NOW()
4b114494-1233-497b-ace8-975b8fd4a955,suekou-mcp-notion-server,suekou/mcp-notion-server,Notion API와 상호 작용,https://github.com/suekou/mcp-notion-server,other_tools_and_integrations,active,NOW()
3dcdfb87-6aa2-4005-a9a5-3eef92edda33,amidabuddha-unichat-mcp-server,amidabuddha/unichat-mcp-server,"/📇 ☁️ - 도구 또는 사전 정의된 프롬프트를 통해 MCP 프로토콜을 사용하여 OpenAI, MistralAI, Anthropic, xAI, Google AI 또는 DeepSeek에 요청 보내기. 공급업체 API 키 필요",https://github.com/amidabuddha/unichat-mcp-server,other_tools_and_integrations,active,NOW()
ab6bada4-8d9a-48ff-8f7b-b623e7897e07,evalstate-mcp-miro,evalstate/mcp-miro,"MIRO 화이트보드 접근, 항목 대량 생성 및 읽기. REST API용 OAUTH 키 필요.",https://github.com/evalstate/mcp-miro,other_tools_and_integrations,active,NOW()
56aa9fa4-702d-4606-b88e-feef860e6180,tacticlaunch-mcp-linear,@tacticlaunch/mcp-linear,Linear 프로젝트 관리 시스템과 통합,https://github.com/tacticlaunch/mcp-linear,other_tools_and_integrations,active,NOW()
84b5de31-9fcf-4514-830f-63794a84f3ea,KS-GEN-AI-jira-mcp-server,KS-GEN-AI/jira-mcp-server,JQL 및 API를 통해 Jira 데이터 읽기 및 티켓 생성 및 편집 요청 실행.,https://github.com/KS-GEN-AI/jira-mcp-server,other_tools_and_integrations,active,NOW()
0ce5adea-5864-4706-b5fc-f81030471f86,KS-GEN-AI-confluence-mcp-server,KS-GEN-AI/confluence-mcp-server,CQL을 통해 Confluence 데이터 가져오기 및 페이지 읽기.,https://github.com/KS-GEN-AI/confluence-mcp-server,other_tools_and_integrations,active,NOW()
600bb697-3669-43af-801b-f257fba9e4fc,sooperset-mcp-atlassian,sooperset/mcp-atlassian,"Atlassian 제품(Confluence 및 Jira)용 MCP 서버. Confluence Cloud, Jira Cloud 및 Jira Server/Data Center 지원. Atlassian 작업 공간 전반에 걸쳐 콘텐츠 검색, 읽기, 생성 및 관리를 위한 포괄적인 도구 제공.",https://github.com/sooperset/mcp-atlassian,other_tools_and_integrations,active,NOW()
643df03a-7ac2-475c-9cc7-509314aba090,pyroprompts-any-chat-completions-mcp,pyroprompts/any-chat-completions-mcp,"Perplexity, Groq, xAI 등과 같은 다른 OpenAI SDK 호환 채팅 완료 API와 채팅",https://github.com/pyroprompts/any-chat-completions-mcp,other_tools_and_integrations,active,NOW()
48f0bd2a-ad56-4698-b126-6cd8f6d5dc85,anaisbetts-mcp-installer,anaisbetts/mcp-installer,다른 MCP 서버를 설치해주는 MCP 서버.,https://github.com/anaisbetts/mcp-installer,other_tools_and_integrations,active,NOW()
c4e2a67e-686c-4a80-90d3-61835842e6f1,tanigami-mcp-server-perplexity,tanigami/mcp-server-perplexity,Perplexity API와 상호 작용.,https://github.com/tanigami/mcp-server-perplexity,other_tools_and_integrations,active,NOW()
10dd3819-9434-4ecb-a223-ba9bc7fabbd3,future-audiences-wikimedia-enterprise-model-context-protocol,future-audiences/wikimedia-enterprise-model-context-protocol,위키백과 기사 조회 API,https://gitlab.wikimedia.org/repos/future-audiences/wikimedia-enterprise-model-context-protocol,other_tools_and_integrations,active,NOW()
5f66e4be-d143-44f0-8333-c5a1b9962579,andybrandt-mcp-simple-timeserver,andybrandt/mcp-simple-timeserver,클라이언트 머신의 현지 시간 또는 NTP 서버의 현재 UTC 시간을 확인할 수 있는 MCP 서버,https://github.com/andybrandt/mcp-simple-timeserver,other_tools_and_integrations,active,NOW()
cdb0d8e0-df0e-4835-abfc-e8e3008212b4,andybrandt-mcp-simple-openai-assistant,andybrandt/mcp-simple-openai-assistant,OpenAI 어시스턴트와 대화하기 위한 MCP (Claude는 모든 GPT 모델을 어시스턴트로 사용할 수 있음),https://github.com/andybrandt/mcp-simple-openai-assistant,other_tools_and_integrations,active,NOW()
edecb7a9-c450-4a4b-992e-4331bb8c877d,evalstate-mcp-hfspace,@evalstate/mcp-hfspace,"Claude에서 직접 HuggingFace Spaces 사용. 오픈 소스 이미지 생성, 채팅, 비전 작업 등 사용. 이미지, 오디오 및 텍스트 업로드/다운로드 지원.",https://github.com/evalstate/mcp-hfspace,other_tools_and_integrations,active,NOW()
97151b2d-84f2-4348-b468-3634432b224f,zueai-mcp-manager,zueai/mcp-manager,Claude 데스크톱 앱용 MCP 서버를 설치하고 관리하는 간단한 웹 UI.,https://github.com/zueai/mcp-manager,other_tools_and_integrations,active,NOW()
bd513049-59d3-4763-9fcd-686f998c34f4,wong2-mcp-cli,wong2/mcp-cli,MCP 서버 테스트용 CLI 도구,https://github.com/wong2/mcp-cli,other_tools_and_integrations,active,NOW()
1c7e7868-9635-4f4f-9b3b-f19d887cb9c7,chrishayuk-mcp-cli,chrishayuk/mcp-cli,MCP 서버 테스트를 위한 또 다른 CLI 도구,https://github.com/chrishayuk/mcp-cli,other_tools_and_integrations,active,NOW()
50c66cbf-5593-4d37-bcaf-3a71efc0e46d,isaacwasserman-mcp-vegalite-server,isaacwasserman/mcp-vegalite-server,VegaLite 형식 및 렌더러를 사용하여 가져온 데이터에서 시각화 생성.,https://github.com/isaacwasserman/mcp-vegalite-server,other_tools_and_integrations,active,NOW()
a6aa5485-0898-4bdf-b787-903df53efaee,tevonsb-homeassistant-mcp,tevonsb/homeassistant-mcp,"Home Assistant 데이터 접근 및 장치(조명, 스위치, 온도 조절기 등) 제어.",https://github.com/tevonsb/homeassistant-mcp,other_tools_and_integrations,active,NOW()
52d1699c-b5ad-4da0-97bd-0040583aa466,allenporter-mcp-server-home-assistant,allenporter/mcp-server-home-assistant,모델 컨텍스트 프로토콜 서버를 통해 모든 Home Assistant 음성 인텐트를 노출하여 홈 제어 가능.,https://github.com/allenporter/mcp-server-home-assistant,other_tools_and_integrations,active,NOW()
99da2a45-e8d4-4776-9034-e44003f4620f,magarcia-mcp-server-giphy,@magarcia/mcp-server-giphy,Giphy API를 통해 Giphy의 방대한 라이브러리에서 GIF 검색 및 검색.,https://github.com/magarcia/mcp-server-giphy,other_tools_and_integrations,active,NOW()
f277fca0-5381-4b00-92b8-2c489a43379a,nguyenvanduocit-all-in-one-model-context-protocol,nguyenvanduocit/all-in-one-model-context-protocol,"개발자를 위한 유용한 도구 모음, 엔지니어가 필요로 하는 거의 모든 것: confluence, Jira, Youtube, 스크립트 실행, 지식 기반 RAG, URL 가져오기, Youtube 채널 관리, 이메일, 캘린더, gitlab",https://github.com/nguyenvanduocit/all-in-one-model-context-protocol,other_tools_and_integrations,active,NOW()
6a53acab-4652-43ef-ae5a-4c3399b3c8d9,joshuarileydev-mac-apps-launcher-mcp-server,@joshuarileydev/mac-apps-launcher-mcp-server,MacOS에서 애플리케이션을 나열하고 실행하는 MCP 서버,https://github.com/JoshuaRileyDev/mac-apps-launcher,other_tools_and_integrations,active,NOW()
a2858e31-2a4a-4957-ba95-fa62d98dd0b9,ZeparHyfar-mcp-datetime,ZeparHyfar/mcp-datetime,다양한 형식의 날짜 및 시간 함수를 제공하는 MCP 서버,https://github.com/ZeparHyfar/mcp-datetime,other_tools_and_integrations,active,NOW()
42fb886d-ee4e-4bf2-bfa3-419a85081049,SecretiveShell-MCP-wolfram-alpha,SecretiveShell/MCP-wolfram-alpha,Wolfram Alpha API 쿼리를 위한 MCP 서버.,https://github.com/SecretiveShell/MCP-wolfram-alpha,other_tools_and_integrations,active,NOW()
72602dce-145e-40ad-8518-33004bfca545,Amazon Bedrock Nova Canvas,Amazon Bedrock Nova Canvas,이미지 생성을 위해 Amazon Nova Canvas 모델 사용.,https://github.com/zxkane/mcp-server-amazon-bedrock,other_tools_and_integrations,active,NOW()
49f949a9-bbfc-4e7a-80c7-7bf712a8e378,apinetwork-piapi-mcp-server,apinetwork/piapi-mcp-server,PiAPI MCP 서버는 사용자가 Claude 또는 다른 MCP 호환 앱에서 직접 Midjourney/Flux/Kling/Hunyuan/Udio/Trellis로 미디어 콘텐츠를 생성할 수 있게 합니다.,https://github.com/apinetwork/piapi-mcp-server,other_tools_and_integrations,active,NOW()
b5ab19b9-35d4-45cc-9a1f-9b432099eb2a,gotoolkits-DifyWorkflow,gotoolkits/DifyWorkflow,Dify 워크플로우 쿼리 및 실행 도구,https://github.com/gotoolkits/mcp-difyworkflow-server,other_tools_and_integrations,active,NOW()
f85ee75d-7921-44f2-a352-48742875b430,pskill9-hn-server,@pskill9/hn-server,"news.ycombinator.com(해커 뉴스)의 HTML 콘텐츠를 파싱하고 다양한 유형의 스토리(인기, 신규, 질문, 쇼, 채용)에 대한 구조화된 데이터 제공.",https://github.com/pskill9/hn-server,other_tools_and_integrations,active,NOW()
7cf4009b-56f1-418c-9360-bf8c8c217284,mediar-ai-screenpipe,@mediar-ai/screenpipe,"타임스탬프 인덱싱, SQL/임베딩 저장소, 시맨틱 검색, LLM 기반 기록 분석 및 이벤트 트리거 작업을 통해 화면/오디오를 캡처하는 로컬 우선 시스템 - NextJS 플러그인 생태계를 통해 컨텍스트 인식 AI 에이전트 구축 가능.",https://github.com/mediar-ai/screenpipe,other_tools_and_integrations,active,NOW()
706dedc3-1aa7-42b0-aaf6-76663285fbb1,akseyh-bear-mcp-server,akseyh/bear-mcp-server,AI가 Bear Notes에서 읽을 수 있도록 허용 (macOS 전용),https://github.com/akseyh/bear-mcp-server,other_tools_and_integrations,active,NOW()
46a941e0-ee16-45a2-91a9-3aed313071e4,mcp-server-jfx,mcp-server-jfx,JavaFX 캔버스에 그리기.,https://github.com/quarkiverse/quarkus-mcp-servers/tree/main/jfx,other_tools_and_integrations,active,NOW()
965856e6-4344-4897-8847-ffa9e13e10a9,hmk-attio-mcp-server,hmk/attio-mcp-server,AI 클라이언트가 Attio CRM에서 레코드 및 노트를 관리할 수 있도록 허용,https://github.com/hmk/attio-mcp-server,other_tools_and_integrations,active,NOW()
90e37dfd-4b43-4d58-a90a-5c1f4005f3ff,roychri-mcp-server-asana,roychri/mcp-server-asana,이 모델 컨텍스트 프로토콜 서버의 Asana 구현은 Anthropic의 Claude 데스크톱 애플리케이션과 같은 MCP 클라이언트에서 Asana API와 통신할 수 있게 합니다.,https://github.com/roychri/mcp-server-asana,other_tools_and_integrations,active,NOW()
43ef1470-7a6a-4565-8bf1-2f7083986a42,ws-mcp,ws-mcp,WebSocket으로 MCP 서버 래핑 ([kitbitz](https://github.com/nick1udwig/kibitz)와 함께 사용하기 위해),https://github.com/nick1udwig/ws-mcp,other_tools_and_integrations,active,NOW()
37a44eca-52a4-48c8-abfb-3fd2bf1deff8,AbdelStark-bitcoin-mcp,AbdelStark/bitcoin-mcp,"AI 모델이 비트코인과 상호 작용하여 키 생성, 주소 유효성 검사, 트랜잭션 디코딩, 블록체인 쿼리 등을 할 수 있도록 하는 모델 컨텍스트 프로토콜(MCP) 서버.",https://github.com/AbdelStark/bitcoin-mcp,other_tools_and_integrations,active,NOW()
a48808de-365f-4ba3-9ac2-b2ae446a6f6e,tomekkorbak-strava-mcp-server,tomekkorbak/strava-mcp-server,신체 운동 추적 앱인 Strava용 MCP 서버,https://github.com/tomekkorbak/strava-mcp-server,other_tools_and_integrations,active,NOW()
7e23ef80-ba35-4861-bcb8-000f78723dbb,tomekkorbak-oura-mcp-server,tomekkorbak/oura-mcp-server,수면 추적 앱인 Oura용 MCP 서버,https://github.com/tomekkorbak/oura-mcp-server,other_tools_and_integrations,active,NOW()
fb195f06-253c-4cb9-977e-d6910522f68e,rember-rember-mcp,rember/rember-mcp,채팅에서 배운 내용을 기억하기 위해 [Rember](https://rember.com)에 간격 반복 플래시 카드 만들기.,https://github.com/rember/rember-mcp,other_tools_and_integrations,active,NOW()
1d0985b4-5d92-46a1-9b64-2539811ef766,hiromitsusasaki-raindrop-io-mcp-server,hiromitsusasaki/raindrop-io-mcp-server,LLM이 모델 컨텍스트 프로토콜(MCP)을 사용하여 Raindrop.io 북마크와 상호 작용할 수 있도록 하는 통합.,https://github.com/hiromitsusasaki/raindrop-io-mcp-server,other_tools_and_integrations,active,NOW()
5001e1de-0268-43e1-b4f0-ede1146f7683,integromat-make-mcp-server,@integromat/make-mcp-server,[Make](https://www.make.com/) 시나리오를 AI 어시스턴트가 호출할 수 있는 도구로 변환합니다.,https://github.com/integromat/make-mcp-server,other_tools_and_integrations,active,NOW()
640258be-78c4-4012-854f-963aad7b6289,NON906-omniparser-autogui-mcp,NON906/omniparser-autogui-mcp,화면 GUI 자동 조작.,https://github.com/NON906/omniparser-autogui-mcp,other_tools_and_integrations,active,NOW()
74463bef-a0fd-4f73-807b-cd4c6e400430,kj455-mcp-kibela,kj455/mcp-kibela,AI 모델이 [Kibela](https://kibe.la/)와 상호 작용할 수 있도록 허용,https://github.com/kj455/mcp-kibela,other_tools_and_integrations,active,NOW()
5437bdb0-6305-47ac-89de-dc17b0a4c6ff,blurrah-mcp-graphql,blurrah/mcp-graphql,AI가 GraphQL 서버를 쿼리할 수 있도록 허용,https://github.com/blurrah/mcp-graphql,other_tools_and_integrations,active,NOW()
177008a0-1bdd-4b01-84bb-bd10c48bae93,fotoetienne-gqai,fotoetienne/gqai,일반 GraphQL 쿼리/변이 정의 도구를 사용하면 gqai가 자동으로 MCP 서버를 생성합니다.,https://github.com/fotoetienne/gqai,other_tools_and_integrations,active,NOW()
fdcfb02d-d165-4bb0-8519-22c8c2a52b0d,awkoy-replicate-flux-mcp,@awkoy/replicate-flux-mcp,Replicate의 API를 통해 이미지 생성 기능 제공.,https://github.com/awkoy/replicate-flux-mcp,other_tools_and_integrations,active,NOW()
0c7daaee-9204-418c-b70b-e5f3159f81a1,kenliao94-mcp-server-rabbitmq,kenliao94/mcp-server-rabbitmq,"RabbitMQ와의 상호 작용(관리 작업, 메시지 인큐/디큐) 가능",https://github.com/kenliao94/mcp-server-rabbitmq,other_tools_and_integrations,active,NOW()
a142048d-423c-48e8-81fc-a1020649dfaa,marcelmarais-Spotify,marcelmarais/Spotify,Spotify 재생 제어 및 재생 목록 관리.,https://github.com/marcelmarais/spotify-mcp-server,other_tools_and_integrations,active,NOW()
1ca97b92-2c47-4bdb-868f-b1c5f5cbdaac,NakaokaRei-swift-mcp-gui,NakaokaRei/swift-mcp-gui,"키보드 입력, 마우스 이동과 같은 명령을 실행할 수 있는 MCP 서버",https://github.com/NakaokaRei/swift-mcp-gui.git,other_tools_and_integrations,active,NOW()
a0b67343-b407-4565-a891-3fb68c10165c,awwaiid-mcp-server-taskwarrior,awwaiid/mcp-server-taskwarrior,"기본적인 로컬 taskwarrior 사용(작업 추가, 업데이트, 제거)을 위한 MCP 서버",https://github.com/awwaiid/mcp-server-taskwarrior,other_tools_and_integrations,active,NOW()
87def38e-d3c8-4ce6-b7d4-9084a5c1d6e2,tumf-web3-mcp,tumf/web3-mcp,"Ankr Advanced API를 래핑하는 MCP 서버 구현. 이더리움, BSC, 폴리곤, 아발란체 등 여러 체인에서 NFT, 토큰 및 블록체인 데이터에 접근할 수 있습니다.",https://github.com/tumf/web3-mcp,other_tools_and_integrations,active,NOW()
9a7e58fb-0c57-4350-8e6b-d3e35e46cef7,Alfex4936-kogrammar,Alfex4936/kogrammar,한국어 맞춤법/글자 수 세기 MCP 서버,https://github.com/Alfex4936/Hangul-MCP,other_tools_and_integrations,active,NOW()
81e7f633-d2fb-42e4-86ab-fe30ca096e78,ttommyth-interactive-mcp,ttommyth/interactive-mcp,로컬 사용자 프롬프트 및 채팅 기능을 MCP 루프에 직접 추가하여 대화형 LLM 워크플로를 활성화합니다.,https://github.com/ttommyth/interactive-mcp,other_tools_and_integrations,active,NOW()
b5c9e172-879f-477a-b03f-8e7a48a0c238,FastMCP,FastMCP,파이썬으로 MCP 서버를 구축하기 위한 고수준 프레임워크,https://github.com/jlowin/fastmcp,other_tools_and_integrations,active,NOW()
eb03e165-9602-4aeb-aa49-d741d6182420,FastMCP,FastMCP,타입스크립트로 MCP 서버를 구축하기 위한 고수준 프레임워크,https://github.com/punkpeye/fastmcp,other_tools_and_integrations,active,NOW()
9dd54ff2-10d8-4db1-b258-c9f73af37fd0,Foxy Contexts,Foxy Contexts,함수형 테스트를 포함하여 선언적으로 MCP 서버를 작성하기 위한 Golang 라이브러리,https://github.com/strowk/foxy-contexts,other_tools_and_integrations,active,NOW()
03e1483a-ebaf-4abb-9755-938a0010a9a8,Genkit MCP,Genkit MCP,– [Genkit](https://github.com/firebase/genkit/tree/main)과 모델 컨텍스트 프로토콜(MCP) 간의 통합 제공.,https://github.com/firebase/genkit/tree/main/js/plugins/mcp,other_tools_and_integrations,active,NOW()
3dbdec53-bdc8-42ab-90c4-80571f5b9c95,LiteMCP,LiteMCP,JavaScript/TypeScript로 MCP 서버를 구축하기 위한 고수준 프레임워크,https://github.com/wong2/litemcp,other_tools_and_integrations,active,NOW()
fced0048-c932-4948-a0e6-7ebbe52f4701,mark3labs-mcp-go,mark3labs/mcp-go,MCP 서버 및 클라이언트 구축을 위한 Golang SDK.,https://github.com/mark3labs/mcp-go,other_tools_and_integrations,active,NOW()
8cecec3a-a447-49d6-90b3-50724383cfe9,mcp-framework,mcp-framework,MCP 서버 구축을 위한 빠르고 우아한 타입스크립트 프레임워크,https://github.com/QuantGeekDev/mcp-framework,other_tools_and_integrations,active,NOW()
ec087d55-e610-48f7-b09c-060e51b7c89c,mcp-proxy,mcp-proxy,`stdio` 전송을 사용하는 MCP 서버를 위한 타입스크립트 SSE 프록시.,https://github.com/punkpeye/mcp-proxy,other_tools_and_integrations,active,NOW()
cd6e4bc2-610b-4c8c-9756-1e4299b10bc8,mcp-rs-template,mcp-rs-template,Rust용 MCP CLI 서버 템플릿,https://github.com/linux-china/mcp-rs-template,other_tools_and_integrations,active,NOW()
69383a8c-5669-4b78-b668-fe93c507c447,metoro-io-mcp-golang,metoro-io/mcp-golang,타입 안전성에 중점을 둔 MCP 서버 구축을 위한 Golang 프레임워크,https://github.com/metoro-io/mcp-golang,other_tools_and_integrations,active,NOW()
b83b8d2d-a4d6-4adf-bd32-eb2bace54f42,rectalogic-langchain-mcp,rectalogic/langchain-mcp,LangChain에서 MCP 도구 호출 지원을 제공하여 MCP 도구를 LangChain 워크플로우에 통합 가능.,https://github.com/rectalogic/langchain-mcp,other_tools_and_integrations,active,NOW()
3c7adf34-07c2-4dd0-babc-7bc0871cb37e,salty-flower-ModelContextProtocol.NET,salty-flower/ModelContextProtocol.NET,NativeAOT 호환성으로 .NET 9에서 MCP 서버를 구축하기 위한 C# SDK ⚡ 🔌,https://github.com/salty-flower/ModelContextProtocol.NET,other_tools_and_integrations,active,NOW()
0f50a115-a942-4eb6-be58-60b289ee6024,spring-projects-experimental-spring-ai-mcp,spring-projects-experimental/spring-ai-mcp,다양한 플러그형 전송 옵션으로 MCP 클라이언트 및 MCP 서버 구축을 위한 Java SDK 및 Spring 프레임워크 통합.,https://github.com/spring-projects-experimental/spring-ai-mcp,other_tools_and_integrations,active,NOW()
1fef5c21-2fac-4231-a24b-c6516723d1fe,marimo-team-codemirror-mcp,@marimo-team/codemirror-mcp,리소스 언급 및 프롬프트 명령을 위한 모델 컨텍스트 프로토콜(MCP)을 구현하는 CodeMirror 확장 프로그램.,https://github.com/marimo-team/codemirror-mcp,other_tools_and_integrations,active,NOW()
cf42e190-ba34-4727-a661-41b88c647bcf,quarkiverse-quarkus-mcp-server,quarkiverse/quarkus-mcp-server,Quarkus를 사용하여 MCP 서버를 구축하기 위한 Java SDK.,https://github.com/quarkiverse/quarkus-mcp-server,other_tools_and_integrations,active,NOW()
f783705a-b53a-48c7-a734-6729c50f9df4,lastmile-ai-mcp-agent,lastmile-ai/mcp-agent,🔌 - 간단하고 구성 가능한 패턴을 사용하여 MCP 서버로 효과적인 에이전트 구축.,https://github.com/lastmile-ai/mcp-agent,other_tools_and_integrations,active,NOW()
f462845a-2897-4ca5-9cf0-0fffbae66be7,mullerhai-sakura-mcp,mullerhai/sakura-mcp,modelcontextprotocol.io에서 가져온 MCP 서버 및 MCP 클라이언트로 효과적인 에이전트를 구축하기 위한 Scala MCP 프레임워크.,https://github.com/mullerhai/sakura-mcp,other_tools_and_integrations,active,NOW()
5bd36819-b97d-4b1c-8303-d8d93e38c9bb,boilingdata-mcp-server-and-gw,boilingdata/mcp-server-and-gw,예제 서버 및 MCP 클라이언트가 포함된 MCP stdio에서 HTTP SSE 전송 게이트웨이.,https://github.com/boilingdata/mcp-server-and-gw,other_tools_and_integrations,active,NOW()
6563090e-1a6c-4d4e-a6bd-124c8ed78889,isaacwasserman-mcp-langchain-ts-client,isaacwasserman/mcp-langchain-ts-client,– LangChain.js에서 MCP 제공 도구 사용,https://github.com/isaacwasserman/mcp-langchain-ts-client,other_tools_and_integrations,active,NOW()
528cc4cd-280d-4cc5-8f36-53aa567a9e09,lightconetech-mcp-gateway,lightconetech/mcp-gateway,MCP SSE 서버용 게이트웨이 데모.,https://github.com/lightconetech/mcp-gateway,other_tools_and_integrations,active,NOW()
2e74503e-83a2-4c4a-807c-199e6bbd52f2,mark3labs-mcphost,mark3labs/mcphost,대규모 언어 모델(LLM)이 모델 컨텍스트 프로토콜(MCP)을 통해 외부 도구와 상호 작용할 수 있도록 하는 CLI 호스트 애플리케이션.,https://github.com/mark3labs/mcphost,other_tools_and_integrations,active,NOW()
3333859e-b8b3-4111-affa-43c05669d3f4,MCP-Connect,MCP-Connect,클라우드 기반 AI 서비스가 HTTP/HTTPS 요청을 통해 로컬 Stdio 기반 MCP 서버에 접근할 수 있도록 하는 작은 도구.,https://github.com/EvalsOne/MCP-Connect,other_tools_and_integrations,active,NOW()
67bc21bc-444c-4644-9db0-e4854932b431,SecretiveShell-MCP-Bridge,SecretiveShell/MCP-Bridge,– 기존의 모든 openAI 호환 클라이언트에서 mcp를 사용하기 위한 openAI 미들웨어 프록시,https://github.com/SecretiveShell/MCP-Bridge,other_tools_and_integrations,active,NOW()
4df916fd-2285-44cb-91af-f8bb6efece03,sparfenyuk-mcp-proxy,sparfenyuk/mcp-proxy,– MCP stdio에서 SSE 전송 게이트웨이.,https://github.com/sparfenyuk/mcp-proxy,other_tools_and_integrations,active,NOW()
cea26f76-87e5-4f15-8c62-4d757918a838,upsonic-gpt-computer-assistant,upsonic/gpt-computer-assistant,– 수직 AI 에이전트 구축 프레임워크,https://github.com/Upsonic/gpt-computer-assistant,other_tools_and_integrations,active,NOW()
19f8e526-524f-42a3-9a70-7e6a3b8ad981,kukapay-whereami-mcp,kukapay/whereami-mcp,현재 IP를 기반으로 현재 위치를 정확히 알려주는 경량 mcp 서버.,https://github.com/kukapay/whereami-mcp,other_tools_and_integrations,active,NOW()
00fa0fe0-bf9b-4d9a-aac9-6bb034d2366a,kukapay-whattimeisit-mcp,kukapay/whattimeisit-mcp,현재 시간을 정확히 알려주는 경량 mcp 서버.,https://github.com/kukapay/whattimeisit-mcp,other_tools_and_integrations,active,NOW()
5731cc23-06d3-4e23-b0a3-8b7117f3b863,kukapay-whoami-mcp,kukapay/whoami-mcp,현재 사용자가 누구인지 정확히 알려주는 경량 MCP 서버.,https://github.com/kukapay/whoami-mcp,other_tools_and_integrations,active,NOW()
